朱福珠-3-0-cirn_0008|iu55 voi55 tiau55 a55 iu55 voi55 ieu11 , tiau55 tiau55 ieu11 ieu11 siin24 ti31 ho31 .|iu55 voi55 tiau55 a55 iu55 voi55 ieu11 , tiau55 tiau55 ieu11 ieu11 siin24 ti31 ho31 . 
朱福珠-3-0-hkst06_019|hon11 tien24 loi11 e11 , a24 po11 ge55 qid2 teu11 iu55 voi55 xiu11 xiu11 xiu55 xiu55 , tung55 a55 soi55 m11 ded2 .|hon11 tien24 loi11 e11 , a24 po11 ge55 qid2 teu11 iu55 voi55 xiu11 xiu11 xiu55 xiu55 , tung55 a55 soi55 m11 ded2 . 
朱福珠-3-0-hkst02_061|no55 cu31 qin55 voi55 giung55 , id2 bai31 qiu55 giung55 gi31 ha24 zag2 .|no55 cu31 qin55 voi55 giung55 , id2 bai31 qiu55 giung55 gi31 ha24 zag2 . 
朱福珠-3-0-cirn_0859|a24 tin11 e31 : zeu31 van11 giag2 o24 ! no55 boi55 ge55 tien55 fo31 cu24 xiu31 id2 sang24 qiu55 go55 hi55 e11 .|a24 tin11 e31 : zeu31 van11 giag2 o24 ! no55 boi55 ge55 tien55 fo31 cu24 xiu31 id2 sang24 qiu55 go55 hi55 e11 . 
朱福珠-3-0-prov_229|ho31 ng31 m11 sii31 ngiong11 ga55 i24 , ho31 nam11 m11 sii31 ia11 tien11 ti55|ho31 ng31 m11 sii31 ngiong11 ga55 i24 , ho31 nam11 m11 sii31 ia11 tien11 ti55
朱福珠-3-0-hkst06_547|ng11 ia31 dung24 xi24 mia24 a55 do31 qiu55 fai31 , qiong55 ngin11 gang24 go11 ge55 .|ng11 ia31 dung24 xi24 mia24 a55 do31 qiu55 fai31 , qiong55 ngin11 gang24 go11 ge55 . 
朱福珠-3-0-hkst05_251|du31 gim24 pu24 . hi55 iu11 kiug5 du31 gim24 .|du31 gim24 pu24 . hi55 iu11 kiug5 du31 gim24 . 
朱福珠-3-0-lbk08_197|a24 ded2 gu31 lin31 se55 do24 mo24 , gian55 von31 i11 zo55 ma31 ge55 , du24 oi55 men31 gui24 ngid2 e31 .|a24 ded2 gu31 lin31 se55 do24 mo24 , gian55 von31 i11 zo55 ma31 ge55 , du24 oi55 men31 gui24 ngid2 e31 . 
朱福珠-3-0-hkst03_136|a24 me24 goi55 hau55 him24 song31 fung24 gin31 . teu11 ga24 goi55 him24 song31 i11 .|a24 me24 goi55 hau55 him24 song31 fung24 gin31 . teu11 ga24 goi55 him24 song31 i11 . 
朱福珠-3-0-hkst02_566|ia31 he55 ma31 ge55 so31 cai55 ?|ia31 he55 ma31 ge55 so31 cai55 ? 
朱福珠-3-0-lbk08_141|ia31 do24 e31 li55 pung24 pung24 do31 , oi55 se55 ngi55 io24 !|ia31 do24 e31 li55 pung24 pung24 do31 , oi55 se55 ngi55 io24 ! 
朱福珠-3-0-hkst05_327|sen24 li24 ngin11 oi55 iu24 liong11 xim24 .|sen24 li24 ngin11 oi55 iu24 liong11 xim24 . 
朱福珠-3-0-hkst05_545|co24 bu24 ngid2 hang11 a55 ted2 kioi55 , gin24 bu24 zeu24 siin11 hong55 cong11 , van11 cang55 tui31 cang55 tui31 .|co24 bu24 ngid2 hang11 a55 ted2 kioi55 , gin24 bu24 zeu24 siin11 hong55 cong11 , van11 cang55 tui31 cang55 tui31 . 
朱福珠-3-0-hkst05_341|gin24 ngian11 su24 siin11 mong31 mong31 e24 .|gin24 ngian11 su24 siin11 mong31 mong31 e24 . 
朱福珠-3-0-lbk11_027|ia31 ge55 se55 ngin11 e31 teu11 bai31 iu24 bod2 piang55 m11 voi55 tai55 , gu55 so31 do55 gin24 han11 ngan24 ngan24 zan24 zan24 .|ia31 ge55 se55 ngin11 e31 teu11 bai31 iu24 bod2 piang55 m11 voi55 tai55 , gu55 so31 do55 gin24 han11 ngan24 ngan24 zan24 zan24 . 
朱福珠-3-0-lbk02_117|ia31 deu24 cu24 ga24 ngang55 fo31 iung55 m11 ded2 le11 , qiu55 tiu31 qiang55 loi11 , m11 ho31 sed2 a55 id2 lai55 e31 nong11 nong11 lai55 lai55 .|ia31 deu24 cu24 ga24 ngang55 fo31 iung55 m11 ded2 le11 , qiu55 tiu31 qiang55 loi11 , m11 ho31 sed2 a55 id2 lai55 e31 nong11 nong11 lai55 lai55 . 
朱福珠-3-0-hkst03_307|vu31 do55 o24 o24 zo24 zo24 .|vu31 do55 o24 o24 zo24 zo24 . 
朱福珠-3-0-lbk03_188|ngin11 gong31 : fan24 sang24 gieu31 ngad2 xi31 ngin11 . ge55 ngin11 nang55 dui55 gam24 lo11 cud2 a55 loi11 , mog5 hi55 liau11 i11 go55 cog5 .|ngin11 gong31 : fan24 sang24 gieu31 ngad2 xi31 ngin11 . ge55 ngin11 nang55 dui55 gam24 lo11 cud2 a55 loi11 , mog5 hi55 liau11 i11 go55 cog5 . 
朱福珠-3-0-lbk08_135|i11 goi55 ngong55 ciid5 , ngin11 von31 i11 led5 sag5 teu11 , i11 lien11 mun55 du24 mo11 mun55 qiu55 hi55 led5 .|i11 goi55 ngong55 ciid5 , ngin11 von31 i11 led5 sag5 teu11 , i11 lien11 mun55 du24 mo11 mun55 qiu55 hi55 led5 . 
朱福珠-3-0-cirn_0662|ti55 ng31 ko55 , sam24 san24 gued2 vong11 .|ti55 ng31 ko55 , sam24 san24 gued2 vong11 . 
朱福珠-3-0-hkst04_195|i11 liong31 ge55 ngin11 kon55 hi31 loi11 goi55 ngam24 diam31 .|i11 liong31 ge55 ngin11 kon55 hi31 loi11 goi55 ngam24 diam31 . 
朱福珠-3-0-lbk15_019|ia31 vo11 tang11 ha55 sa31 an31 tai55 fad2 ge55 ti55 fong24 , ngiong31 voi55 gong31 mo11 nai31 ho31 iun55 tung55 no31 ?|ia31 vo11 tang11 ha55 sa31 an31 tai55 fad2 ge55 ti55 fong24 , ngiong31 voi55 gong31 mo11 nai31 ho31 iun55 tung55 no31 ? 
朱福珠-3-0-lbk02_070|ki11 ca24 e31 mo11 tin55 a55 le24 , qiu55 voi55 cong55 do31 ngin11 .|ki11 ca24 e31 mo11 tin55 a55 le24 , qiu55 voi55 cong55 do31 ngin11 . 
朱福珠-3-0-hkst01_295|a24 me24 ge55 su31 mia24 hi31 loi11 cu24 cu24 . cu24 bu55 e31 .|a24 me24 ge55 su31 mia24 hi31 loi11 cu24 cu24 . cu24 bu55 e31 . 
朱福珠-3-0-lbk14_108|a24 fen11 go24 hi55 nung11 fi55 liang24 no55 cu31 iog5 , zun31 pi55 na24 loi11 teu55 no55 cu31 .|a24 fen11 go24 hi55 nung11 fi55 liang24 no55 cu31 iog5 , zun31 pi55 na24 loi11 teu55 no55 cu31 . 
朱福珠-3-0-lbk02_071|am55 bu24 ia55 han11 han11 , tai55 ga24 qiu55 cud2 loi11 hi55 cog2 giai24 liau55 .|am55 bu24 ia55 han11 han11 , tai55 ga24 qiu55 cud2 loi11 hi55 cog2 giai24 liau55 . 
朱福珠-3-0-hkst01_249|dun24 bu31 . dun24 xi55 vud5 tong24 .|dun24 bu31 . dun24 xi55 vud5 tong24 . 
朱福珠-3-0-hkst03_518|fa24 sam24 e31 gag2 ngiu11 e31 fu55 qin55 sii11 hang11 .|fa24 sam24 e31 gag2 ngiu11 e31 fu55 qin55 sii11 hang11 . 
朱福珠-3-0-lbk01_023|mog5 kon55 i11 se55 mong31 se55 , ngin11 gong31 ai31 ngin11 do24 gui31 gie55 , ng11 oi55 go55 se55 ngi55 deu24 e24 !|mog5 kon55 i11 se55 mong31 se55 , ngin11 gong31 ai31 ngin11 do24 gui31 gie55 , ng11 oi55 go55 se55 ngi55 deu24 e24 ! 
朱福珠-3-0-hkst06_003|ia24 sang24 sod2 goi55 tai55 .|ia24 sang24 sod2 goi55 tai55 . 
朱福珠-3-0-cirn_0146|zog2 xin24 sam24 zog2 xin24 hai11 hi55 bai55 ngian11 , tai55 ga24 koi24 iung11 seu55 mien55 go55 xin24 ngian11 .|zog2 xin24 sam24 zog2 xin24 hai11 hi55 bai55 ngian11 , tai55 ga24 koi24 iung11 seu55 mien55 go55 xin24 ngian11 . 
朱福珠-3-0-lbk03_029|kon55 ng11 sam31 a55 ian31 ian31 e24 mo11 zo55 sii55 , ng11 zo55 zii55 gung24 sii11 loi11 deu55 ciin55 son55 ngiag2 ge55 me11 ?|kon55 ng11 sam31 a55 ian31 ian31 e24 mo11 zo55 sii55 , ng11 zo55 zii55 gung24 sii11 loi11 deu55 ciin55 son55 ngiag2 ge55 me11 ? 
朱福珠-3-0-cirn_0203|cud2 sun11 ge55 sii11 jied2 , qien24 li24 ngian31 , sun55 fung24 ngi31 da31 teu11 ciin55 .|cud2 sun11 ge55 sii11 jied2 , qien24 li24 ngian31 , sun55 fung24 ngi31 da31 teu11 ciin55 . 
朱福珠-3-0-hkst05_115|ha55 zag2 ngiad5 lo31 moi55 qiu55 oi55 go55 tin55 .|ha55 zag2 ngiad5 lo31 moi55 qiu55 oi55 go55 tin55 . 
朱福珠-3-0-hak100_081|zo55 ded2 mo11 ?|zo55 ded2 mo11 ? 
朱福珠-3-0-cirn_0054|ti55 bad2 ko55 , ngai11 dung55 do31 le11 .|ti55 bad2 ko55 , ngai11 dung55 do31 le11 . 
朱福珠-3-0-hkst06_580|zo55 ma31 ge55 sii55 qin11 du24 kiung55 iong55 , ho31 teu11 ho31 mi24 nang55 ian11 man24 .|zo55 ma31 ge55 sii55 qin11 du24 kiung55 iong55 , ho31 teu11 ho31 mi24 nang55 ian11 man24 . 
朱福珠-3-0-hkst04_085|zo55 m11 ded2 an31 mo11 gui24 gi31 , di24 mo11 ?|zo55 m11 ded2 an31 mo11 gui24 gi31 , di24 mo11 ? 
朱福珠-3-0-lbk08_120|ng11 ia31 hog5 ki11 ted2 ngiad5 zu55 sa55 ton11 fad5 tung55 , nang55 voi55 lab2 dai31 log5 ti55 .|ng11 ia31 hog5 ki11 ted2 ngiad5 zu55 sa55 ton11 fad5 tung55 , nang55 voi55 lab2 dai31 log5 ti55 . 
朱福珠-3-0-hkst05_042|i11 goi55 bod2 , tan55 he55 i11 mo11 han11 sii31 .|i11 goi55 bod2 , tan55 he55 i11 mo11 han11 sii31 . 
朱福珠-3-0-hkst04_417|zung24 fa11 min11 cug5 .|zung24 fa11 min11 cug5 . 
朱福珠-3-0-lbk13_036|ngin11 gong31 : sam24 fu31 bid2 iu24 id2 bau55 , mi24 id2 dui55 ia11 oi24 giung55 ge55 se55 ngin11 e31 tin55 cog5 voi55 iu24 tid5 pied5 mo11 kiung55 iong55 ge55 .|ngin11 gong31 : sam24 fu31 bid2 iu24 id2 bau55 , mi24 id2 dui55 ia11 oi24 giung55 ge55 se55 ngin11 e31 tin55 cog5 voi55 iu24 tid5 pied5 mo11 kiung55 iong55 ge55 . 
朱福珠-3-0-hkst03_328|sai31 zeu31 . meu55 sai31 deu55 .|sai31 zeu31 . meu55 sai31 deu55 . 
朱福珠-3-0-hkst07_006|i11 tung11 teu11 lu55 biong55 ha24 loi11 liau55 , siid5 bau31 fan55 qiu55 kau24 su31 kieu24 giog2 , qin55 song31 kuai55 .|i11 tung11 teu11 lu55 biong55 ha24 loi11 liau55 , siid5 bau31 fan55 qiu55 kau24 su31 kieu24 giog2 , qin55 song31 kuai55 . 
朱福珠-3-0-hkst07_121|ng11 pa55 qin55 voi55 zu31 o31 , lai55 e31 zag2 zag2 hiug2 do55 an31 tai55 jiong31 .|ng11 pa55 qin55 voi55 zu31 o31 , lai55 e31 zag2 zag2 hiug2 do55 an31 tai55 jiong31 . 
朱福珠-3-0-hkst01_467|tien24 gong24 ngid2 oi55 cud2 gued2 , a24 me24 qiu55 te24 ge31 sam24 den24 nen11 xi55 fun24 fu55 .|tien24 gong24 ngid2 oi55 cud2 gued2 , a24 me24 qiu55 te24 ge31 sam24 den24 nen11 xi55 fun24 fu55 . 
朱福珠-3-0-lbk13_076|ia31 an31 giu31 cug5 a55 voi55 bod2 zong55 , heu31 lien11 gang55 goi55 tung55 , gong31 fa55 sang24 ong55 ong55 e24 .|ia31 an31 giu31 cug5 a55 voi55 bod2 zong55 , heu31 lien11 gang55 goi55 tung55 , gong31 fa55 sang24 ong55 ong55 e24 . 
朱福珠-3-0-lbk02_044|gong31 fa55 oi55 iu24 ieu55 liang31 , m11 ho31 ciid5 ciid5 e24 gong31 cud2 hi55 .|gong31 fa55 oi55 iu24 ieu55 liang31 , m11 ho31 ciid5 ciid5 e24 gong31 cud2 hi55 . 
朱福珠-3-0-hkst06_167|zai24 coi55 zong24 ho31 , ge55 goi55 e31 oi55 hab5 zon31 hi55 , nang55 m11 voi55 fai31 hed2 .|zai24 coi55 zong24 ho31 , ge55 goi55 e31 oi55 hab5 zon31 hi55 , nang55 m11 voi55 fai31 hed2 . 
朱福珠-3-0-hkst03_068|liu11 pi55 .|liu11 pi55 . 
朱福珠-3-0-hkst06_525|an31 ia55 e11 , mog5 te24 ge55 din24 song24 din24 ha24 , ho31 soi55 mug2 e11 !|an31 ia55 e11 , mog5 te24 ge55 din24 song24 din24 ha24 , ho31 soi55 mug2 e11 ! 
朱福珠-3-0-hkst07_173|teu11 bai31 ge55 se55 ngin11 e31 , iu24 ngi31 mo11 zoi55 ; ia31 ha55 ge55 se55 ngin11 e31 , cau11 ngi31 cau11 pi55 .|teu11 bai31 ge55 se55 ngin11 e31 , iu24 ngi31 mo11 zoi55 ; ia31 ha55 ge55 se55 ngin11 e31 , cau11 ngi31 cau11 pi55 . 
朱福珠-3-0-lbk04_082|a24 hiong24 , kiung55 ha55 loi11 siid5 fan55 , ngai11 nen24 ga24 ngin11 mo11 ga24 coi55 , qiang55 ga24 von31 tiam24 kuai55 , pa55 ma31 ge55 no31 !|a24 hiong24 , kiung55 ha55 loi11 siid5 fan55 , ngai11 nen24 ga24 ngin11 mo11 ga24 coi55 , qiang55 ga24 von31 tiam24 kuai55 , pa55 ma31 ge55 no31 ! 
朱福珠-3-0-cirn_0168|ia31 ha55 tai55 e11 , mi24 bai31 siid5 do31 fan24 su11 , qiu55 voi55 xiong31 do31 xiag2 ngai11 ge55 a24 po11 .|ia31 ha55 tai55 e11 , mi24 bai31 siid5 do31 fan24 su11 , qiu55 voi55 xiong31 do31 xiag2 ngai11 ge55 a24 po11 . 
朱福珠-3-0-cirn_0075|ti55 sam24 ko55 , so55 tai55 lu55 ge55 a24 bag2 .|ti55 sam24 ko55 , so55 tai55 lu55 ge55 a24 bag2 . 
朱福珠-3-0-hkst01_037|ia31 li24 bai55 ga24 ban24 , giang31 gin24 ngang55 ngang55 .|ia31 li24 bai55 ga24 ban24 , giang31 gin24 ngang55 ngang55 . 
朱福珠-3-0-lbk12_141|ngai11 co24 bu24 ngid2 hang11 ted2 giag2 pien24 do31 giog2 , gin24 han11 zam31 man11 tung55 .|ngai11 co24 bu24 ngid2 hang11 ted2 giag2 pien24 do31 giog2 , gin24 han11 zam31 man11 tung55 . 
朱福珠-3-0-hkst04_311|na24 den31 cung55 e31 .|na24 den31 cung55 e31 . 
朱福珠-3-0-hkst03_043|mug2 iog5 sui31 mog5 lon55 diam31 , mied2 do55 mug2 pu31 sii24 mo11 gad2 mo11 sad2 .|mug2 iog5 sui31 mog5 lon55 diam31 , mied2 do55 mug2 pu31 sii24 mo11 gad2 mo11 sad2 . 
朱福珠-3-0-prov_041|mang11 siid5 du31 gi24 , siid5 bau31 lan24 sii24|mang11 siid5 du31 gi24 , siid5 bau31 lan24 sii24
朱福珠-3-0-hkst07_546|bau24 li24 seu31 seu31 e24 , iang11 go55 siid2 li24 .|bau24 li24 seu31 seu31 e24 , iang11 go55 siid2 li24 . 
朱福珠-3-0-hkst06_428|van11 du31 gi24 , loi11 hi55 zo55 ha24 mied2 siid5 ge55 .|van11 du31 gi24 , loi11 hi55 zo55 ha24 mied2 siid5 ge55 . 
朱福珠-3-0-hkst02_303|a24 gung24 ia31 li24 bai55 zo55 tai55 sang24 ngid2 .|a24 gung24 ia31 li24 bai55 zo55 tai55 sang24 ngid2 . 
朱福珠-3-0-hkst07_551|a24 me24 ia31 bog2 e24 ban55 zo55 ban55 liau55 , ia31 ha55 qiu55 den31 tui55 hiu24 go55 heu55 te24 lug2 ka24 tu55 sun24 e31 .|a24 me24 ia31 bog2 e24 ban55 zo55 ban55 liau55 , ia31 ha55 qiu55 den31 tui55 hiu24 go55 heu55 te24 lug2 ka24 tu55 sun24 e31 . 
朱福珠-3-0-lbk11_190|ia31 bai31 ge55 giam31 tin55 qin55 ngion24 giam31 , ng11 id2 tin55 zo55 ded2 tung24 go55 .|ia31 bai31 ge55 giam31 tin55 qin55 ngion24 giam31 , ng11 id2 tin55 zo55 ded2 tung24 go55 . 
朱福珠-3-0-hak100_040|lo31 tai24 te24 tang24 ha24 kon55 tien55 sii55 .|lo31 tai24 te24 tang24 ha24 kon55 tien55 sii55 . 
朱福珠-3-0-hkst07_062|ia31 ng31 zu31 gog2 sui24 ian11 gong31 m11 he55 goi55 jiang24 , m11 go55 goi55 nai55 kon55 .|ia31 ng31 zu31 gog2 sui24 ian11 gong31 m11 he55 goi55 jiang24 , m11 go55 goi55 nai55 kon55 . 
朱福珠-3-0-prov_049|seu31 piang55 m11 i24 , tai55 piang55 nan11 i24|seu31 piang55 m11 i24 , tai55 piang55 nan11 i24
朱福珠-3-0-hkst02_068|vi55 zu24 e31 . teu11 bai31 goi55 do24 ngin11 te24 vug2 siin11 hiug2 zu24 e31 .|vi55 zu24 e31 . teu11 bai31 goi55 do24 ngin11 te24 vug2 siin11 hiug2 zu24 e31 . 
朱福珠-3-0-lbk11_149|ngin11 kiung11 zii55 bud2 kiung11 , mo11 zii55 qiu55 id2 sii55 kiung11 , ngai11 nen24 heu55 sang24 ngin11 oi55 lib5 zii55 sad2 mang24 , nang55 m11 voi55 id2 sen24 pin11 kiung11 .|ngin11 kiung11 zii55 bud2 kiung11 , mo11 zii55 qiu55 id2 sii55 kiung11 , ngai11 nen24 heu55 sang24 ngin11 oi55 lib5 zii55 sad2 mang24 , nang55 m11 voi55 id2 sen24 pin11 kiung11 . 
朱福珠-3-0-hkst03_239|dog5 ceu11 . dog5 gie24 pan11 .|dog5 ceu11 . dog5 gie24 pan11 . 
朱福珠-3-0-hkst02_191|pan55 gung24 siid2 jiam24 ngi55 siib5 ge55 ngin11 , kiong11 kiong11 voi55 mo11 lu55 ho31 hang11 .|pan55 gung24 siid2 jiam24 ngi55 siib5 ge55 ngin11 , kiong11 kiong11 voi55 mo11 lu55 ho31 hang11 . 
朱福珠-3-0-hkst05_226|id2 gab2 ti55 .|id2 gab2 ti55 . 
朱福珠-3-0-lbk07_109|ia31 ge55 ngin11 ngi31 gung24 m11 ho31 , gong31 fa55 do55 loi11 do55 hi55 , ji55 gu31 dang31 doi55 , goi55 ma24 fan11 .|ia31 ge55 ngin11 ngi31 gung24 m11 ho31 , gong31 fa55 do55 loi11 do55 hi55 , ji55 gu31 dang31 doi55 , goi55 ma24 fan11 . 
朱福珠-3-0-cirn_0317|xin24 sang24 : cog2 la31 ! tai55 ga24 oi55 tung11 a24 vun11 hog5 .|xin24 sang24 : cog2 la31 ! tai55 ga24 oi55 tung11 a24 vun11 hog5 . 
朱福珠-3-0-hkst01_061|an31 giu31 mo11 loi11 , ng11 han11 gi55 ded2 lu55 mo11 ?|an31 giu31 mo11 loi11 , ng11 han11 gi55 ded2 lu55 mo11 ? 
朱福珠-3-0-cirn_0140|ngib5 ngian11 ga55 , ziin24 tiam11 ban31 , pan55 ngian11 fo55 .|ngib5 ngian11 ga55 , ziin24 tiam11 ban31 , pan55 ngian11 fo55 . 
朱福珠-3-0-cirn_0627|cu31 : dong24 ian11 di24 a55 , den31 ngai11 son55 kon55 a31 .|cu31 : dong24 ian11 di24 a55 , den31 ngai11 son55 kon55 a31 . 
朱福珠-3-0-hkst07_255|hiung24 ti55 zii24 gian24 mog5 an31 gie55 gau31 , voi55 da31 fai55 gam31 qin11 .|hiung24 ti55 zii24 gian24 mog5 an31 gie55 gau31 , voi55 da31 fai55 gam31 qin11 . 
朱福珠-3-0-hkst04_463|iu24 deu24 tung55 vud5 mo11 fun24 xin55 ped5 .|iu24 deu24 tung55 vud5 mo11 fun24 xin55 ped5 . 
朱福珠-3-0-cirn_0089|koi24 hog5 le24 , tai55 ga24 loi11 bia55 so55 .|koi24 hog5 le24 , tai55 ga24 loi11 bia55 so55 . 
朱福珠-3-0-hkst07_077|ge55 zong24 pong55 den55 ngion24 ji55 ji55 e24 , co24 hi31 loi11 qin55 sung24 song31 .|ge55 zong24 pong55 den55 ngion24 ji55 ji55 e24 , co24 hi31 loi11 qin55 sung24 song31 . 
朱福珠-3-0-hkst04_163|sag5 teu11 diag5 ngang55 .|sag5 teu11 diag5 ngang55 . 
朱福珠-3-0-lbk03_135|i11 liong31 ji31 moi55 do24 sii55 , ia24 ze55 pong24 i11 lo31 moi55 ge55 boi55 nong11 , pong24 a55 dung55 dung55 gun31 .|i11 liong31 ji31 moi55 do24 sii55 , ia24 ze55 pong24 i11 lo31 moi55 ge55 boi55 nong11 , pong24 a55 dung55 dung55 gun31 . 
朱福珠-3-0-hkst02_253|te24 kiu11 cong11 hong55 da31 kiu11 e31 .|te24 kiu11 cong11 hong55 da31 kiu11 e31 . 
朱福珠-3-0-hkst01_239|zog2 ng11 e31 , bun24 ngai11 zog2 do31 e24 !|zog2 ng11 e31 , bun24 ngai11 zog2 do31 e24 ! 
朱福珠-3-0-hkst02_400|qid2 qien24 teu11 su55 e31 .|qid2 qien24 teu11 su55 e31 . 
